Sifra,IDTeritorije,Dan,Mesec,Godina,Vrednost,Opis
COVID19k,RS,7,8,2020,3154,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,7,8,2020,276,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,7,8,2020,27608,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,7,8,2020,9922,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,7,8,2020,733059,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,7,8,2020,5,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,7,8,2020,,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,7,8,2020,,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,7,8,2020,626,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,7,8,2020,,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,7,8,2020,2.78,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,7,8,2020,3.77,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,7,8,2020,11.42,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,7,8,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,7,8,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,7,8,2020,3.74,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,8,8,2020,121,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,8,8,2020,3096,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,8,8,2020,255,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,8,8,2020,27863,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,8,8,2020,8014,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,8,8,2020,741073,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,8,8,2020,6,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,8,8,2020,,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,8,8,2020,,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,8,8,2020,632,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,8,8,2020,,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,8,8,2020,3.18,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,8,8,2020,3.76,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,8,8,2020,11.11,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,8,8,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,8,8,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,8,8,2020,3.91,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,9,8,2020,106,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,9,8,2020,2999,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,9,8,2020,236,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,9,8,2020,28099,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,9,8,2020,6251,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,9,8,2020,747324,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,9,8,2020,9,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,9,8,2020,,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,9,8,2020,,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,9,8,2020,641,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,9,8,2020,,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,9,8,2020,3.78,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,9,8,2020,3.76,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,9,8,2020,10.67,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,9,8,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,9,8,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,9,8,2020,3.53,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,10,8,2020,107,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,10,8,2020,2873,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,10,8,2020,163,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,10,8,2020,28262,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,10,8,2020,6819,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,10,8,2020,754143,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,10,8,2020,5,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,10,8,2020,,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,10,8,2020,,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,10,8,2020,646,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,10,8,2020,,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,10,8,2020,2.39,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,10,8,2020,3.75,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,10,8,2020,10.17,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,10,8,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,10,8,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,10,8,2020,3.72,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,11,8,2020,91,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,11,8,2020,2817,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,11,8,2020,235,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,11,8,2020,28497,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,11,8,2020,8086,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,11,8,2020,762229,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,11,8,2020,6,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,11,8,2020,,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,11,8,2020,,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,11,8,2020,652,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,11,8,2020,,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,11,8,2020,2.91,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,11,8,2020,3.74,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,11,8,2020,9.89,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,11,8,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,11,8,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,11,8,2020,3.23,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,12,8,2020,87,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,12,8,2020,2454,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,12,8,2020,254,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,12,8,2020,28751,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,12,8,2020,8768,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,12,8,2020,770997,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,12,8,2020,6,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,12,8,2020,,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,12,8,2020,,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,12,8,2020,658,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,12,8,2020,,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,12,8,2020,2.9,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,12,8,2020,3.73,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,12,8,2020,8.54,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,12,8,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,12,8,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,12,8,2020,3.55,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,13,8,2020,78,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,13,8,2020,2220,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,13,8,2020,247,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,13,8,2020,28998,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,13,8,2020,9100,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,13,8,2020,780097,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,13,8,2020,3,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,13,8,2020,,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,13,8,2020,,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,13,8,2020,661,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,13,8,2020,,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,13,8,2020,2.71,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,13,8,2020,3.72,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,13,8,2020,7.66,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,13,8,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,13,8,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,13,8,2020,3.51,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,14,8,2020,78,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,14,8,2020,2128,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,14,8,2020,235,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,14,8,2020,29233,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,14,8,2020,9383,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,14,8,2020,789480,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,14,8,2020,4,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,14,8,2020,,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,14,8,2020,,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,14,8,2020,665,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,14,8,2020,,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,14,8,2020,2.5,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,14,8,2020,3.7,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,14,8,2020,7.28,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,14,8,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,14,8,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,14,8,2020,3.67,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,15,8,2020,75,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,15,8,2020,1947,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,15,8,2020,238,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,15,8,2020,29471,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,15,8,2020,8529,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,15,8,2020,798009,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,15,8,2020,5,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,15,8,2020,,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,15,8,2020,,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,15,8,2020,670,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,15,8,2020,,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,15,8,2020,2.79,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,15,8,2020,3.69,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,15,8,2020,6.61,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,15,8,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,15,8,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,15,8,2020,3.85,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,16,8,2020,73,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,16,8,2020,1897,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,16,8,2020,211,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,16,8,2020,29682,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,16,8,2020,6559,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,16,8,2020,804568,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,16,8,2020,4,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,16,8,2020,,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,16,8,2020,,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,16,8,2020,674,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,16,8,2020,,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,16,8,2020,3.22,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,16,8,2020,3.69,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,16,8,2020,6.39,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,16,8,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,16,8,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,16,8,2020,3.85,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,17,8,2020,68,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,17,8,2020,1612,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,17,8,2020,100,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,17,8,2020,29782,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,17,8,2020,7352,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,17,8,2020,811920,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,17,8,2020,3,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,17,8,2020,,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,17,8,2020,,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,17,8,2020,677,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,17,8,2020,,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,17,8,2020,1.36,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,17,8,2020,3.67,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,17,8,2020,5.41,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,17,8,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,17,8,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,17,8,2020,4.22,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,18,8,2020,64,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,18,8,2020,1507,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,18,8,2020,108,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,18,8,2020,29890,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,18,8,2020,9186,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,18,8,2020,821106,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,18,8,2020,4,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,18,8,2020,,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,18,8,2020,,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,18,8,2020,681,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,18,8,2020,,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,18,8,2020,1.18,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,18,8,2020,3.64,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,18,8,2020,5.04,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,18,8,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,18,8,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,18,8,2020,4.25,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,19,8,2020,57,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,19,8,2020,1456,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,19,8,2020,158,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,19,8,2020,30048,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,19,8,2020,10571,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,19,8,2020,831677,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,19,8,2020,3,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,19,8,2020,,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,19,8,2020,,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,19,8,2020,684,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,19,8,2020,,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,19,8,2020,1.49,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,19,8,2020,3.61,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,19,8,2020,4.85,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
